card,segment,abc_revenue
2000200223443,Потерянные,C
2000200164227,Потерянные,C
2000200190998,Потерянные,C
2000200218746,Потерянные,C
2000200201250,Потерянные,C
2000200165347,Потерянные,C
2000200165828,Потерянные,C
2000200226291,Потерянные,C
2000200158790,Потерянные,C
2000200177197,Потерянные,C
2000200227779,Потерянные,C
2000200200239,Потерянные,C
2000200212256,Потерянные,C
2000200192961,Потерянные,C
2000200229841,Потерянные,C
2000200208655,Потерянные,C
2000200212096,Потерянные,C
2000200212911,Потерянные,C
2000200222347,Потерянные,C
2000200164081,Потерянные,C
2000200151944,Потерянные,C
2000200171201,Потерянные,C
2000200213451,Потерянные,C
2000200195924,Потерянные,C
2000200193357,Потерянные,C
2000200225287,Потерянные,C
2000200226628,Потерянные,C
2000200218913,Потерянные,C
2000200206873,Потерянные,C
