card,segment,abc_revenue
2000200243540,Лояльные,A
2000200242796,Лояльные,A
2000200215677,Лояльные,A
2000200258353,Лояльные,A
2000200184928,Лояльные,A
2000200158769,Лояльные,A
2000200223320,Лояльные,A
2000200205593,Лояльные,A
2000200222507,Лояльные,B
2000200199489,Лояльные,B
2000200233947,Лояльные,B
2000200253570,Лояльные,B
2000200232360,Лояльные,B
2000200224334,Лояльные,B
2000200223061,Лояльные,B
2000200239635,Лояльные,B
2000200241416,Лояльные,B
2000200217633,Лояльные,B
2000200178866,Лояльные,B
2000200201595,Лояльные,B
2000200222163,Лояльные,B
2000200232827,Лояльные,B
2000200161370,Лояльные,B
2000200225485,Лояльные,B
2000200230281,Лояльные,B
2000200155997,Лояльные,B
2000200212041,Лояльные,B
2000200198468,Лояльные,B
2000200228790,Лояльные,B
2000200185574,Лояльные,B
2000200218104,Лояльные,B
2000200167457,Лояльные,B
2000200198406,Лояльные,B
2000200203698,Лояльные,B
2000200231011,Лояльные,B
2000200229773,Лояльные,B
2000200244325,Лояльные,B
2000200187035,Лояльные,B
2000200228202,Лояльные,B
2000200242475,Лояльные,B
2000200244387,Лояльные,B
2000200215745,Лояльные,B
2000200158714,Лояльные,B
2000200258179,Лояльные,B
2000200241799,Лояльные,B
2000200199113,Лояльные,B
2000200176015,Лояльные,B
2000200227328,Лояльные,B
2000200170389,Лояльные,B
2000200200314,Лояльные,B
2000200236122,Лояльные,B
2000200248620,Лояльные,B
2000200204930,Лояльные,B
2000200208174,Лояльные,B
2000200243878,Лояльные,B
2000200225058,Лояльные,B
2000200202059,Лояльные,B
2000200208563,Лояльные,B
2000200231479,Лояльные,B
2000200203902,Лояльные,B
2000200237990,Лояльные,B
2000200180043,Лояльные,B
2000200236948,Лояльные,B
2000200227465,Лояльные,B
2000200164777,Лояльные,B
2000200223986,Лояльные,B
2000200231776,Лояльные,B
2000200212881,Лояльные,B
2000200198772,Лояльные,B
2000200190165,Лояльные,B
2000200158653,Лояльные,B
2000200185789,Лояльные,B
2000200183174,Лояльные,B
2000200196440,Лояльные,B
2000200157977,Лояльные,B
2000200225881,Лояльные,B
2000200236559,Лояльные,B
2000200236900,Лояльные,B
2000200179726,Лояльные,B
2000200213666,Лояльные,B
2000200215455,Лояльные,B
2000200237327,Лояльные,B
2000200224075,Лояльные,B
2000200224754,Лояльные,B
2000200244318,Лояльные,B
2000200191704,Лояльные,B
2000200225010,Лояльные,B
2000200210184,Лояльные,B
2000200164029,Лояльные,B
2000200183037,Лояльные,B
2000200226451,Лояльные,B
2000200199342,Лояльные,B
2000200159902,Лояльные,B
2000200248385,Лояльные,B
2000200167396,Лояльные,B
2000200186540,Лояльные,B
2000200218067,Лояльные,B
2000200179702,Лояльные,B
2000200151647,Лояльные,B
2000200183099,Лояльные,B
2000200211396,Лояльные,B
2000200242444,Лояльные,B
2000200221647,Лояльные,B
2000200231356,Лояльные,B
2000200247234,Лояльные,B
2000200250692,Лояльные,B
2000200160175,Лояльные,B
2000200238300,Лояльные,B
2000200233985,Лояльные,B
2000200191407,Лояльные,B
2000200202431,Лояльные,B
2000200225096,Лояльные,B
2000200223597,Лояльные,B
2000200206460,Лояльные,B
2000200240181,Лояльные,B
2000200247999,Лояльные,B
2000200243632,Лояльные,B
2000200240013,Лояльные,B
2000200186359,Лояльные,B
2000200216360,Лояльные,B
2000200231721,Лояльные,B
2000200233077,Лояльные,B
2000200238768,Лояльные,B
2000200185864,Лояльные,B
2000200167884,Лояльные,B
2000200219125,Лояльные,B
2000200245063,Лояльные,B
2000200230076,Лояльные,B
2000200243311,Лояльные,B
2000200191766,Лояльные,B
2000200172994,Лояльные,B
2000200212225,Лояльные,B
2000200258414,Лояльные,B
2000200199984,Лояльные,B
2000200235293,Лояльные,B
2000200214069,Лояльные,B
2000200217237,Лояльные,B
2000200230397,Лояльные,B
2000200220275,Лояльные,B
2000200235200,Лояльные,B
2000200157915,Лояльные,B
2000200197713,Лояльные,B
2000200219781,Лояльные,B
2000200223238,Лояльные,B
2000200213888,Лояльные,B
2000200224570,Лояльные,B
2000200218210,Лояльные,B
2000200157854,Лояльные,B
2000200244455,Лояльные,B
2000200221531,Лояльные,B
2000200221944,Лояльные,B
2000200222453,Лояльные,B
2000200224624,Лояльные,B
2000200240600,Лояльные,B
2000200193647,Лояльные,B
2000200153054,Лояльные,B
2000200235743,Лояльные,B
2000200213826,Лояльные,B
2000200167099,Лояльные,B
2000200189275,Лояльные,B
2000200189763,Лояльные,B
2000200198819,Лояльные,B
2000200190660,Лояльные,B
2000200157564,Лояльные,B
2000200229674,Лояльные,B
2000200192831,Лояльные,B
2000200151609,Лояльные,B
2000200215318,Лояльные,B
2000200161943,Лояльные,B
2000200181989,Лояльные,B
2000200173601,Лояльные,B
2000200203360,Лояльные,B
2000200230373,Лояльные,B
2000200214038,Лояльные,B
2000200176732,Лояльные,B
2000200178910,Лояльные,B
2000200190561,Лояльные,B
2000200245353,Лояльные,B
2000200259008,Лояльные,B
2000200206033,Лояльные,B
2000200155843,Лояльные,B
2000200219651,Лояльные,B
2000200215776,Лояльные,B
2000200204534,Лояльные,B
2000200234906,Лояльные,B
2000200248149,Лояльные,B
2000200239642,Лояльные,B
2000200176725,Лояльные,B
2000200226703,Лояльные,B
2000200231080,Лояльные,B
2000200190080,Лояльные,B
2000200159872,Лояльные,B
2000200231738,Лояльные,B
2000200163916,Лояльные,B
2000200229612,Лояльные,B
2000200242109,Лояльные,B
2000200258506,Лояльные,B
2000200176527,Лояльные,B
2000200243908,Лояльные,B
2000200194187,Лояльные,B
2000200165392,Лояльные,B
2000200190066,Лояльные,B
2000200228691,Лояльные,B
2000200250005,Лояльные,B
2000200202783,Лояльные,B
2000200193876,Лояльные,B
2000200231523,Лояльные,B
2000200253945,Лояльные,B
2000200238751,Лояльные,B
2000200236481,Лояльные,B
2000200240754,Лояльные,B
2000200173885,Лояльные,B
2000200248835,Лояльные,B
2000200235705,Лояльные,B
2000200154488,Лояльные,B
2000200151548,Лояльные,B
2000200229520,Лояльные,B
2000200169352,Лояльные,B
2000200245957,Лояльные,B
2000200228950,Лояльные,B
2000200237761,Лояльные,B
2000200223290,Лояльные,B
2000200234517,Лояльные,B
2000200258094,Лояльные,B
2000200215257,Лояльные,B
2000200224327,Лояльные,B
2000200214632,Лояльные,B
2000200156581,Лояльные,B
2000200181132,Лояльные,B
2000200194354,Лояльные,B
2000200175179,Лояльные,B
2000200235248,Лояльные,B
2000200221869,Лояльные,B
2000200238744,Лояльные,B
2000200165873,Лояльные,B
2000200233565,Лояльные,B
2000200241782,Лояльные,B
2000200231189,Лояльные,B
2000200214298,Лояльные,B
2000200212379,Лояльные,B
2000200229780,Лояльные,B
2000200220718,Лояльные,B
2000200231899,Лояльные,B
2000200237464,Лояльные,B
2000200194514,Лояльные,B
2000200163787,Лояльные,B
2000200221746,Лояльные,B
2000200193395,Лояльные,B
2000200171072,Лояльные,B
2000200235569,Лояльные,B
2000200152774,Лояльные,B
2000200240563,Лояльные,B
2000200236931,Лояльные,B
2000200220404,Лояльные,B
2000200228257,Лояльные,B
2000200211525,Лояльные,B
2000200240969,Лояльные,B
2000200202097,Лояльные,B
2000200224112,Лояльные,B
2000200158417,Лояльные,B
2000200198079,Лояльные,B
2000200214496,Лояльные,B
2000200219842,Лояльные,B
2000200169604,Лояльные,B
2000200216322,Лояльные,B
2000200234999,Лояльные,B
2000200226055,Лояльные,B
2000200249139,Лояльные,B
2000200163220,Лояльные,B
2000200238799,Лояльные,B
2000200193494,Лояльные,B
2000200212591,Лояльные,B
2000200192275,Лояльные,B
2000200215202,Лояльные,B
2000200223412,Лояльные,B
2000200228967,Лояльные,B
2000200229476,Лояльные,B
2000200239741,Лояльные,B
2000200236245,Лояльные,B
2000200176077,Лояльные,B
2000200170778,Лояльные,B
2000200248798,Лояльные,B
2000200158844,Лояльные,B
2000200253488,Лояльные,B
2000200231561,Лояльные,B
2000200244516,Лояльные,B
2000200152477,Лояльные,B
2000200199366,Лояльные,B
2000200179214,Лояльные,B
2000200210221,Лояльные,B
2000200202486,Лояльные,B
2000200240242,Лояльные,B
2000200238836,Лояльные,B
2000200203209,Лояльные,B
2000200241164,Лояльные,B
2000200193081,Лояльные,B
2000200213468,Лояльные,B
2000200238959,Лояльные,B
2000200230779,Лояльные,B
2000200236597,Лояльные,B
2000200239758,Лояльные,B
2000200228806,Лояльные,B
2000200247098,Лояльные,B
2000200179955,Лояльные,B
2000200220633,Лояльные,B
2000200233718,Лояльные,B
2000200164180,Лояльные,B
2000200234173,Лояльные,B
2000200191780,Лояльные,B
2000200232773,Лояльные,B
2000200240341,Лояльные,B
2000200214649,Лояльные,B
2000200210474,Лояльные,B
2000200161707,Лояльные,B
2000200186502,Лояльные,B
2000200241850,Лояльные,B
2000200231820,Лояльные,B
2000200238881,Лояльные,B
2000200152354,Лояльные,B
2000200230144,Лояльные,B
2000200255215,Лояльные,B
2000200155355,Лояльные,B
2000200221463,Лояльные,B
2000200240938,Лояльные,B
2000200172123,Лояльные,B
2000200241577,Лояльные,B
2000200231448,Лояльные,B
2000200215042,Лояльные,B
2000200202349,Лояльные,B
2000200218968,Лояльные,B
2000200165927,Лояльные,B
2000200174981,Лояльные,B
2000200239130,Лояльные,B
2000200192404,Лояльные,B
2000200203292,Лояльные,B
2000200248613,Лояльные,B
2000200199465,Лояльные,B
2000200223467,Лояльные,B
2000200171584,Лояльные,B
2000200237563,Лояльные,B
2000200245773,Лояльные,B
2000200225072,Лояльные,B
2000200161066,Лояльные,B
2000200228981,Лояльные,B
2000200254119,Лояльные,B
2000200243687,Лояльные,B
2000200258940,Лояльные,B
2000200178965,Лояльные,B
2000200202493,Лояльные,B
2000200212980,Лояльные,B
2000200235286,Лояльные,B
2000200194149,Лояльные,B
2000200158950,Лояльные,B
2000200249108,Лояльные,B
2000200245438,Лояльные,B
2000200213727,Лояльные,B
2000200172406,Лояльные,B
2000200203001,Лояльные,B
2000200237044,Лояльные,B
2000200228820,Лояльные,B
2000200209225,Лояльные,B
2000200214939,Лояльные,B
2000200238058,Лояльные,B
2000200240402,Лояльные,B
2000200158608,Лояльные,B
2000200246060,Лояльные,B
2000200163008,Лояльные,B
2000200234135,Лояльные,B
2000200187769,Лояльные,B
2000200241928,Лояльные,B
2000200228448,Лояльные,B
2000200219736,Лояльные,B
2000200159827,Лояльные,B
2000200183914,Лояльные,B
2000200210191,Лояльные,B
2000200243366,Лояльные,B
2000200158585,Лояльные,B
2000200227298,Лояльные,B
2000200240624,Лояльные,B
2000200204732,Лояльные,B
2000200220527,Лояльные,B
2000200206071,Лояльные,B
2000200175957,Лояльные,B
2000200203858,Лояльные,B
2000200243021,Лояльные,B
2000200189510,Лояльные,B
2000200161530,Лояльные,B
2000200187790,Лояльные,B
2000200197850,Лояльные,B
2000200150107,Лояльные,B
2000200218562,Лояльные,B
2000200245315,Лояльные,B
2000200247821,Лояльные,B
2000200217497,Лояльные,B
2000200218296,Лояльные,B
2000200227267,Лояльные,B
2000200258056,Лояльные,B
2000200189848,Лояльные,B
2000200237303,Лояльные,B
2000200242864,Лояльные,B
2000200221043,Лояльные,B
2000200254102,Лояльные,B
2000200216766,Лояльные,B
2000200195405,Лояльные,B
2000200241003,Лояльные,B
2000200204763,Лояльные,B
2000200240167,Лояльные,B
2000200249207,Лояльные,B
2000200247081,Лояльные,B
2000200187165,Лояльные,B
2000200224600,Лояльные,B
2000200237280,Лояльные,B
2000200158684,Лояльные,B
2000200216315,Лояльные,B
2000200232551,Лояльные,B
2000200170440,Лояльные,B
2000200193890,Лояльные,B
2000200247791,Лояльные,B
2000200202578,Лояльные,B
2000200199953,Лояльные,B
2000200219163,Лояльные,B
2000200223894,Лояльные,B
2000200244813,Лояльные,B
2000200232513,Лояльные,B
2000200163480,Лояльные,B
2000200208884,Лояльные,B
2000200214885,Лояльные,B
2000200171966,Лояльные,B
2000200211440,Лояльные,B
2000200152828,Лояльные,B
2000200193913,Лояльные,B
2000200206897,Лояльные,B
2000200220442,Лояльные,B
2000200193364,Лояльные,B
2000200160601,Лояльные,B
2000200236856,Лояльные,B
2000200242932,Лояльные,B
2000200221654,Лояльные,B
2000200219668,Лояльные,B
2000200214137,Лояльные,B
2000200239253,Лояльные,B
2000200243397,Лояльные,B
2000200255222,Лояльные,B
2000200230984,Лояльные,B
2000200158011,Лояльные,B
2000200248262,Лояльные,B
2000200243915,Лояльные,B
2000200216131,Лояльные,B
2000200199182,Лояльные,B
2000200224907,Лояльные,B
2000200219316,Лояльные,B
2000200242949,Лояльные,B
2000200205869,Лояльные,B
2000200197256,Лояльные,B
2000200221142,Лояльные,B
2000200233701,Лояльные,B
2000200237150,Лояльные,B
2000200235538,Лояльные,B
2000200236375,Лояльные,B
2000200210504,Лояльные,B
2000200233343,Лояльные,B
2000200241614,Лояльные,B
2000200223818,Лояльные,B
2000200227069,Лояльные,B
2000200209140,Лояльные,B
2000200219408,Лояльные,B
2000200175261,Лояльные,B
2000200176473,Лояльные,B
2000200234456,Лояльные,B
2000200189329,Лояльные,B
2000200214045,Лояльные,B
2000200225911,Лояльные,B
2000200237976,Лояльные,B
2000200180333,Лояльные,B
2000200239994,Лояльные,B
2000200192756,Лояльные,B
2000200210146,Лояльные,B
2000200222781,Лояльные,B
2000200242611,Лояльные,B
2000200258971,Лояльные,B
2000200237389,Лояльные,B
2000200202837,Лояльные,B
2000200169499,Лояльные,B
2000200199588,Лояльные,B
2000200251071,Лояльные,B
2000200240891,Лояльные,B
2000200196679,Лояльные,B
2000200258322,Лояльные,B
2000200242956,Лояльные,B
2000200161035,Лояльные,B
2000200212331,Лояльные,B
2000200231912,Лояльные,B
2000200249719,Лояльные,B
2000200221678,Лояльные,B
2000200238324,Лояльные,B
2000200214076,Лояльные,B
2000200226857,Лояльные,B
2000200173212,Лояльные,B
2000200175650,Лояльные,B
2000200192862,Лояльные,B
2000200208037,Лояльные,B
2000200245933,Лояльные,B
2000200170051,Лояльные,B
2000200240136,Лояльные,B
2000200193128,Лояльные,B
2000200197669,Лояльные,B
2000200219446,Лояльные,B
2000200229575,Лояльные,B
2000200189565,Лояльные,B
2000200243977,Лояльные,B
2000200243557,Лояльные,B
2000200215486,Лояльные,B
2000200221975,Лояльные,B
2000200254058,Лояльные,B
2000200194040,Лояльные,B
2000200158875,Лояльные,B
2000200239598,Лояльные,B
2000200239604,Лояльные,B
2000200246299,Лояльные,B
2000200155713,Лояльные,B
2000200214403,Лояльные,B
2000200183327,Лояльные,B
2000200233961,Лояльные,B
2000200238874,Лояльные,B
2000200242765,Лояльные,B
2000200193050,Лояльные,B
2000200210955,Лояльные,B
2000200253105,Лояльные,B
2000200242390,Лояльные,B
2000200258261,Лояльные,B
2000200208624,Лояльные,B
2000200235552,Лояльные,B
2000200258438,Лояльные,B
2000200216971,Лояльные,B
2000200238416,Лояльные,B
2000200240464,Лояльные,B
2000200175896,Лояльные,B
2000200240761,Лояльные,B
2000200161592,Лояльные,B
2000200212287,Лояльные,B
2000200176251,Лояльные,B
2000200187684,Лояльные,B
2000200238157,Лояльные,B
2000200258933,Лояльные,B
2000200200116,Лояльные,B
2000200219309,Лояльные,B
2000200206101,Лояльные,B
2000200237112,Лояльные,B
2000200158356,Лояльные,B
2000200217565,Лояльные,B
2000200234425,Лояльные,B
2000200173625,Лояльные,B
2000200210061,Лояльные,B
2000200180302,Лояльные,B
2000200210160,Лояльные,B
2000200231226,Лояльные,B
2000200211044,Лояльные,B
2000200228912,Лояльные,B
2000200226659,Лояльные,B
2000200154778,Лояльные,B
2000200232834,Лояльные,B
2000200240273,Лояльные,B
2000200230915,Лояльные,B
2000200189756,Лояльные,B
2000200210863,Лояльные,B
2000200208686,Лояльные,B
2000200240679,Лояльные,B
2000200167808,Лояльные,B
2000200234289,Лояльные,B
2000200167594,Лояльные,B
2000200172079,Лояльные,B
2000200172321,Лояльные,B
2000200163527,Лояльные,B
2000200194217,Лояльные,B
2000200198796,Лояльные,B
2000200234890,Лояльные,B
2000200207900,Лояльные,B
2000200155546,Лояльные,B
2000200251651,Лояльные,B
2000200210795,Лояльные,B
2000200152439,Лояльные,B
2000200163350,Лояльные,B
2000200218517,Лояльные,B
2000200164968,Лояльные,B
2000200220190,Лояльные,B
2000200231455,Лояльные,B
2000200156505,Лояльные,B
2000200171843,Лояльные,B
2000200216452,Лояльные,B
2000200219941,Лояльные,B
2000200208198,Лояльные,B
2000200162971,Лояльные,B
2000200231851,Лояльные,B
2000200218654,Лояльные,B
2000200204824,Лояльные,B
2000200237648,Лояльные,B
2000200193401,Лояльные,B
2000200220657,Лояльные,B
2000200228158,Лояльные,B
2000200247241,Лояльные,B
2000200215196,Лояльные,B
2000200158813,Лояльные,B
2000200165965,Лояльные,B
2000200235644,Лояльные,B
2000200203599,Лояльные,B
2000200232520,Лояльные,B
2000200237600,Лояльные,B
2000200172918,Лояльные,B
2000200189633,Лояльные,B
2000200244073,Лояльные,B
2000200228844,Лояльные,B
2000200233909,Лояльные,B
2000200201397,Лояльные,B
2000200207405,Лояльные,B
2000200207870,Лояльные,B
2000200190455,Лояльные,B
2000200184393,Лояльные,B
2000200214427,Лояльные,B
2000200213703,Лояльные,B
2000200228110,Лояльные,B
2000200195481,Лояльные,B
2000200230410,Лояльные,B
2000200240280,Лояльные,B
2000200158967,Лояльные,B
2000200217763,Лояльные,B
2000200197355,Лояльные,B
2000200242239,Лояльные,B
2000200249986,Лояльные,B
2000200194774,Лояльные,B
2000200195634,Лояльные,B
2000200242215,Лояльные,B
2000200160137,Лояльные,B
2000200173656,Лояльные,B
2000200183341,Лояльные,B
2000200246381,Лояльные,B
2000200181682,Лояльные,B
2000200175742,Лояльные,B
2000200191872,Лояльные,B
2000200254904,Лояльные,B
2000200189572,Лояльные,B
2000200177203,Лояльные,B
2000200220978,Лояльные,B
2000200243045,Лояльные,B
2000200192640,Лояльные,B
2000200156727,Лояльные,B
2000200208419,Лояльные,B
2000200229605,Лояльные,B
2000200231424,Лояльные,B
2000200237358,Лояльные,B
2000200235439,Лояльные,B
2000200223931,Лояльные,B
2000200163893,Лояльные,B
2000200155652,Лояльные,B
2000200234180,Лояльные,B
2000200201915,Лояльные,B
2000200253624,Лояльные,B
2000200215127,Лояльные,B
2000200241423,Лояльные,B
2000200244431,Лояльные,B
2000200208273,Лояльные,B
2000200223764,Лояльные,B
2000200254133,Лояльные,B
2000200202707,Лояльные,B
2000200258490,Лояльные,B
2000200192954,Лояльные,B
2000200210054,Лояльные,B
2000200173977,Лояльные,B
2000200225836,Лояльные,B
2000200167174,Лояльные,B
2000200228073,Лояльные,B
2000200197683,Лояльные,B
2000200235835,Лояльные,B
2000200241362,Лояльные,B
2000200227502,Лояльные,B
2000200181736,Лояльные,B
2000200233695,Лояльные,B
2000200243861,Лояльные,B
2000200234210,Лояльные,B
2000200165279,Лояльные,B
2000200168706,Лояльные,B
2000200233855,Лояльные,B
2000200242895,Лояльные,B
2000200214151,Лояльные,B
2000200171171,Лояльные,B
2000200211464,Лояльные,B
2000200226475,Лояльные,B
2000200226116,Лояльные,B
2000200213925,Лояльные,B
2000200158929,Лояльные,B
2000200159476,Лояльные,B
2000200258186,Лояльные,B
2000200210078,Лояльные,B
2000200177739,Лояльные,B
2000200246053,Лояльные,B
2000200251538,Лояльные,B
2000200258513,Лояльные,B
2000200159360,Лояльные,B
2000200233664,Лояльные,B
2000200240020,Лояльные,B
2000200255147,Лояльные,B
2000200258834,Лояльные,B
2000200215301,Лояльные,B
2000200156444,Лояльные,B
2000200173861,Лояльные,B
2000200225997,Лояльные,B
2000200231554,Лояльные,B
2000200251699,Лояльные,B
2000200164821,Лояльные,B
2000200182627,Лояльные,B
2000200226222,Лояльные,B
2000200187738,Лояльные,B
2000200258162,Лояльные,B
2000200152231,Лояльные,B
2000200245803,Лояльные,B
2000200244523,Лояльные,B
2000200162995,Лояльные,B
2000200188476,Лояльные,B
2000200247074,Лояльные,B
2000200157243,Лояльные,B
2000200161363,Лояльные,B
2000200166894,Лояльные,B
2000200194712,Лояльные,B
2000200236863,Лояльные,B
2000200156871,Лояльные,B
2000200212508,Лояльные,B
2000200191261,Лояльные,B
2000200251439,Лояльные,B
2000200238508,Лояльные,B
2000200253600,Лояльные,B
2000200235019,Лояльные,B
2000200224204,Лояльные,B
2000200248033,Лояльные,B
2000200258209,Лояльные,B
2000200211679,Лояльные,B
2000200236511,Лояльные,B
2000200249689,Лояльные,B
2000200222439,Лояльные,B
2000200152392,Лояльные,B
2000200237051,Лояльные,B
2000200240198,Лояльные,B
2000200202028,Лояльные,B
2000200217145,Лояльные,B
2000200163084,Лояльные,B
2000200211549,Лояльные,B
2000200236061,Лояльные,B
2000200220220,Лояльные,B
2000200167143,Лояльные,B
2000200158707,Лояльные,B
2000200230977,Лояльные,B
2000200220091,Лояльные,B
2000200240426,Лояльные,B
2000200236894,Лояльные,B
2000200248668,Лояльные,B
2000200180906,Лояльные,B
2000200222750,Лояльные,B
2000200219002,Лояльные,B
2000200178538,Лояльные,B
2000200229742,Лояльные,B
2000200226017,Лояльные,B
2000200243359,Лояльные,B
2000200227007,Лояльные,B
2000200187646,Лояльные,B
2000200156833,Лояльные,B
2000200232216,Лояльные,B
2000200187707,Лояльные,B
2000200219484,Лояльные,B
2000200230625,Лояльные,B
2000200223047,Лояльные,B
2000200244097,Лояльные,B
2000200208204,Лояльные,B
2000200223344,Лояльные,B
2000200226246,Лояльные,B
2000200241331,Лояльные,B
2000200165071,Лояльные,B
2000200180289,Лояльные,B
2000200242710,Лояльные,B
2000200226024,Лояльные,B
2000200245322,Лояльные,B
2000200251569,Лояльные,B
2000200205579,Лояльные,B
2000200199274,Лояльные,B
2000200233381,Лояльные,B
2000200184515,Лояльные,B
2000200247067,Лояльные,B
2000200192893,Лояльные,B
2000200253969,Лояльные,B
2000200187059,Лояльные,B
2000200239178,Лояльные,B
2000200239529,Лояльные,B
2000200157137,Лояльные,B
2000200185413,Лояльные,B
2000200176688,Лояльные,B
2000200155072,Лояльные,B
2000200195856,Лояльные,B
2000200171164,Лояльные,B
2000200223399,Лояльные,B
2000200221760,Лояльные,B
2000200243960,Лояльные,B
2000200211969,Лояльные,B
2000200258919,Лояльные,B
2000200219293,Лояльные,B
2000200258483,Лояльные,B
2000200242529,Лояльные,B
2000200241591,Лояльные,B
2000200188438,Лояльные,B
2000200158578,Лояльные,B
2000200229087,Лояльные,B
2000200243663,Лояльные,B
2000200161356,Лояльные,B
2000200183464,Лояльные,B
2000200163930,Лояльные,B
2000200161615,Лояльные,B
2000200189343,Лояльные,B
2000200249979,Лояльные,B
2000200239628,Лояльные,B
2000200192015,Лояльные,B
2000200198017,Лояльные,B
2000200213185,Лояльные,B
2000200152279,Лояльные,B
2000200163756,Лояльные,B
2000200175773,Лояльные,B
2000200244370,Лояльные,B
2000200245346,Лояльные,B
2000200175612,Лояльные,B
2000200182009,Лояльные,B
2000200233282,Лояльные,B
2000200213628,Лояльные,B
2000200192305,Лояльные,B
2000200247838,Лояльные,B
2000200200673,Лояльные,B
2000200229865,Лояльные,B
2000200223450,Лояльные,B
2000200253457,Лояльные,B
2000200181040,Лояльные,B
2000200190295,Лояльные,B
2000200176022,Лояльные,B
2000200177562,Лояльные,B
2000200205708,Лояльные,B
2000200237198,Лояльные,B
2000200243519,Лояльные,B
2000200213949,Лояльные,B
2000200242505,Лояльные,B
2000200171263,Лояльные,B
2000200243182,Лояльные,B
2000200248156,Лояльные,B
2000200203643,Лояльные,B
2000200189312,Лояльные,B
2000200209607,Лояльные,B
2000200167310,Лояльные,B
2000200249931,Лояльные,B
2000200175308,Лояльные,B
2000200157885,Лояльные,B
2000200200390,Лояльные,B
2000200161110,Лояльные,B
2000200180838,Лояльные,B
2000200181996,Лояльные,B
2000200191896,Лояльные,B
2000200175841,Лояльные,B
2000200181422,Лояльные,B
2000200228189,Лояльные,B
2000200209706,Лояльные,B
2000200241348,Лояльные,B
2000200233671,Лояльные,B
2000200158240,Лояльные,B
2000200238485,Лояльные,B
2000200189473,Лояльные,B
2000200245711,Лояльные,B
2000200226642,Лояльные,B
2000200150848,Лояльные,B
2000200241904,Лояльные,B
2000200251484,Лояльные,B
2000200185871,Лояльные,B
2000200242123,Лояльные,B
2000200258285,Лояльные,B
2000200242017,Лояльные,B
2000200233213,Лояльные,B
2000200252269,Лояльные,B
2000200157656,Лояльные,B
2000200237037,Лояльные,B
2000200248293,Лояльные,B
2000200237655,Лояльные,B
2000200219378,Лояльные,B
2000200208754,Лояльные,B
2000200182313,Лояльные,B
2000200233787,Лояльные,B
2000200233466,Лояльные,B
2000200157946,Лояльные,B
2000200228042,Лояльные,B
2000200215158,Лояльные,B
2000200216940,Лояльные,B
2000200228547,Лояльные,B
2000200244202,Лояльные,B
2000200214144,Лояльные,B
2000200192008,Лояльные,B
2000200195375,Лояльные,B
2000200233992,Лояльные,B
2000200235156,Лояльные,B
2000200235767,Лояльные,B
2000200225027,Лояльные,B
2000200167303,Лояльные,B
2000200200826,Лояльные,B
2000200230458,Лояльные,B
2000200220268,Лояльные,B
2000200223429,Лояльные,B
2000200205425,Лояльные,B
2000200243946,Лояльные,B
2000200227403,Лояльные,B
2000200231004,Лояльные,B
2000200235637,Лояльные,B
2000200212324,Лояльные,B
2000200224990,Лояльные,B
2000200246275,Лояльные,B
2000200230236,Лояльные,B
2000200251637,Лояльные,B
2000200220671,Лояльные,B
2000200253983,Лояльные,B
2000200236474,Лояльные,B
2000200258100,Лояльные,B
2000200242581,Лояльные,B
2000200188094,Лояльные,B
2000200213208,Лояльные,B
2000200236603,Лояльные,B
2000200195351,Лояльные,B
2000200231165,Лояльные,B
2000200203551,Лояльные,B
2000200226840,Лояльные,B
2000200234203,Лояльные,B
2000200176459,Лояльные,B
2000200230250,Лояльные,B
2000200220930,Лояльные,B
2000200248743,Лояльные,B
2000200231516,Лояльные,B
2000200235361,Лояльные,B
2000200211747,Лояльные,B
2000200221906,Лояльные,B
2000200206736,Лояльные,B
2000200239567,Лояльные,B
2000200159711,Лояльные,B
2000200225652,Лояльные,B
2000200239468,Лояльные,B
2000200172055,Лояльные,B
2000200217466,Лояльные,B
2000200250715,Лояльные,B
2000200188018,Лояльные,B
2000200236467,Лояльные,B
2000200150466,Лояльные,B
2000200220039,Лояльные,B
2000200232612,Лояльные,B
2000200160533,Лояльные,B
2000200227816,Лояльные,B
2000200195740,Лояльные,B
2000200201069,Лояльные,B
2000200230298,Лояльные,B
2000200217718,Лояльные,B
2000200258384,Лояльные,B
2000200244820,Лояльные,B
2000200152514,Лояльные,B
2000200254881,Лояльные,B
2000200153399,Лояльные,B
2000200205678,Лояльные,B
2000200185833,Лояльные,B
2000200215370,Лояльные,B
2000200208709,Лояльные,B
2000200248781,Лояльные,B
2000200253976,Лояльные,B
2000200255116,Лояльные,B
2000200215189,Лояльные,B
2000200250685,Лояльные,B
2000200251453,Лояльные,B
2000200178545,Лояльные,B
2000200152897,Лояльные,B
2000200177319,Лояльные,B
2000200205234,Лояльные,B
2000200244547,Лояльные,B
2000200159551,Лояльные,B
2000200159728,Лояльные,B
2000200252443,Лояльные,B
2000200198369,Лояльные,B
2000200245339,Лояльные,B
2000200204299,Лояльные,B
2000200179023,Лояльные,B
